sample_id	OTU-00303	OTU-00332	OTU-00334	OTU-00344	OTU-00352	OTU-00355	OTU-01184	OTU-01185	OTU-01645	OTU-01646	OTU-01648	OTU-01650	OTU-01654	OTU-01656	OTU-01664	OTU-01669	OTU-01674	OTU-01676	OTU-01678	OTU-01679	OTU-01680	OTU-01681	OTU-01684	OTU-01686	OTU-01688	OTU-01689	OTU-01690	OTU-01692	OTU-01709	OTU-01737	OTU-01746	OTU-01762	OTU-01767	OTU-01769	OTU-01770	OTU-01773	OTU-01777	OTU-01779	OTU-01784	OTU-01788	OTU-01794	OTU-01814	OTU-02442	OTU-02443	OTU-02444	OTU-02445	OTU-02517	OTU-03462	OTU-04054	OTU-04058	OTU-04061	OTU-04062	OTU-04064	OTU-04065	OTU-04066	OTU-04074	OTU-04093	OTU-04094	OTU-04100	OTU-04108	OTU-04121	OTU-04132	OTU-04135	OTU-04136	OTU-04141	OTU-04143	OTU-04147	OTU-04148	OTU-04150	OTU-04154	OTU-04164	OTU-04167	OTU-04169	OTU-04170	OTU-04178	OTU-04183	OTU-04188	OTU-04191	OTU-04192	OTU-04193	OTU-04194	OTU-04195	OTU-04196	OTU-04199	OTU-04201	OTU-04204	OTU-04208	OTU-04212	OTU-04214	OTU-04218	OTU-04220	OTU-04221	OTU-04222	OTU-04223	OTU-04225	OTU-04227	OTU-04228	OTU-04240	OTU-04243	OTU-04244	OTU-04245	OTU-04246	OTU-04247	OTU-04255	OTU-04257	OTU-04258	OTU-04262	OTU-04263	OTU-04267	OTU-04269	OTU-04272	OTU-04277	OTU-04282	OTU-04283	OTU-04285	OTU-04288	OTU-04289	OTU-04294	OTU-04295	OTU-04299	OTU-04300	OTU-04304	OTU-04305	OTU-04306	OTU-04307	OTU-04308	OTU-04310	OTU-04312	OTU-04313	OTU-04316	OTU-04317	OTU-04318	OTU-04319	OTU-04322	OTU-04323	OTU-04324	OTU-04325	OTU-04326	OTU-04331	OTU-04332	OTU-04333	OTU-04335	OTU-04339	OTU-04346	OTU-04349	OTU-04351	OTU-04353	OTU-04355	OTU-04363	OTU-04364	OTU-04365	OTU-04369	OTU-04371	OTU-04372	OTU-04373	OTU-04375	OTU-04376	OTU-04378	OTU-04381	OTU-04594	OTU-04604	OTU-04605	OTU-04634	OTU-04637	OTU-04640	OTU-04644	OTU-04650	OTU-04651	OTU-04658	OTU-04659	OTU-04667	OTU-04673	OTU-04677	OTU-04680	OTU-04682	OTU-04685	OTU-04687	OTU-04688	OTU-04689	OTU-04691	OTU-04692	OTU-04694	OTU-04695	OTU-04700	OTU-04704	OTU-04706	OTU-04707	OTU-04708	OTU-04710	OTU-04714	OTU-04715	OTU-04716	OTU-04718	OTU-04722	OTU-04724	OTU-04737	OTU-04743	OTU-04746	OTU-04748	OTU-04752	OTU-04753	OTU-04755	OTU-04757	OTU-04759	OTU-04765	OTU-04772	OTU-04774	OTU-04796	OTU-04817	OTU-04818	OTU-04823	OTU-04826	OTU-04832	OTU-04839	OTU-04846	OTU-04863	OTU-04875	OTU-04924	OTU-04934	OTU-04940	OTU-04966	OTU-04971	OTU-04980	OTU-04986	OTU-04988	OTU-04989	OTU-04993	OTU-05005	OTU-05007	OTU-05013	OTU-05023	OTU-05026	OTU-05027	OTU-05031	OTU-05035	OTU-05040	OTU-05046	OTU-05050	OTU-05059	OTU-05060	OTU-05062	OTU-05065	OTU-05070	OTU-05073	OTU-05075	OTU-05078	OTU-05079	OTU-05088	OTU-05098	OTU-05101	OTU-05102	OTU-05119	OTU-05205	OTU-05211	OTU-05213	OTU-05233	OTU-05249	OTU-05263	OTU-05265	OTU-05278	OTU-05291	OTU-05292	OTU-05314	OTU-05316	OTU-05318	OTU-05319	OTU-05320	OTU-05328	OTU-05331	OTU-05332	OTU-05333	OTU-05472	OTU-05478	OTU-05479	OTU-05514	OTU-05527	OTU-05531	OTU-05534	OTU-05536	OTU-05541	OTU-05547	OTU-05557	OTU-05564	OTU-05572	OTU-05573	OTU-05574	OTU-05575	OTU-05576	OTU-05577	OTU-05579	OTU-05580	OTU-05586	OTU-05587	OTU-05588	OTU-05648	OTU-05664	OTU-05669	OTU-05671	OTU-05672	OTU-05687	OTU-05688	OTU-05696	OTU-05701	OTU-05704	OTU-05706	OTU-05707	OTU-05708	OTU-05709	OTU-06156	OTU-06159	OTU-07906	OTU-07913	OTU-07930	OTU-07931	OTU-07937	OTU-07938	OTU-07949	OTU-07959	OTU-07961	OTU-08654	OTU-08664	OTU-08667	OTU-08668	OTU-08671	OTU-08673	OTU-08675	OTU-08677	OTU-08678	OTU-08679	OTU-08680	OTU-08681	OTU-08837	OTU-08897	OTU-08912	OTU-08937	OTU-08951	OTU-08964	OTU-08988	OTU-09210	OTU-09357	OTU-09791	OTU-09793	OTU-09797	OTU-09802	OTU-09803	OTU-09805	OTU-09807	OTU-09808	OTU-09809	OTU-09810	OTU-09811	OTU-09812	OTU-09813	OTU-09818	OTU-09838	OTU-09839	OTU-09844	OTU-09846	OTU-09854	OTU-09856	OTU-09857	OTU-09858	OTU-09859	OTU-09860	OTU-09861	OTU-09865	OTU-09870	OTU-09871	OTU-09872	OTU-09877	OTU-09878	OTU-09879	OTU-09880	OTU-09883	OTU-09884	OTU-09889	OTU-09913	OTU-09914	OTU-10021	OTU-10033	OTU-10038	OTU-10044	OTU-10045	OTU-10046	OTU-10084	OTU-10090	OTU-10135	OTU-10138	OTU-10145	OTU-10146	OTU-10221	OTU-10227	OTU-10232	OTU-10295	OTU-10331	OTU-10346	OTU-10349	OTU-10369	OTU-10372	OTU-10384	OTU-10385	OTU-10387	OTU-10395	OTU-10398	OTU-10399	OTU-10410	OTU-10425	OTU-10433	OTU-10435	OTU-10440	OTU-10452	OTU-10464	OTU-10465	OTU-10468	OTU-10469	OTU-10470	OTU-10474	OTU-10476	OTU-10483	OTU-10484	OTU-10485	OTU-10491	OTU-10494	OTU-10495	OTU-10496	OTU-10498	OTU-10508	OTU-10513	OTU-10515	OTU-10517	OTU-10523	OTU-10526	OTU-10535	OTU-10536	OTU-10549	OTU-10558	OTU-10559	OTU-10566	OTU-10567	OTU-10576	OTU-10578	OTU-10585	OTU-10590	OTU-10591	OTU-10597	OTU-10600	OTU-10604	OTU-10613	OTU-10615	OTU-10776	OTU-10778	OTU-10780	OTU-10782	OTU-10786	OTU-10809	OTU-10813	OTU-10814	OTU-10823	OTU-10824	OTU-10833	OTU-10841	OTU-10845	OTU-10848	OTU-10851	OTU-10854	OTU-10868	OTU-10870	OTU-10887	OTU-10891	OTU-10895	OTU-10897	OTU-10899	OTU-10902	OTU-10955	OTU-10956	OTU-10995	OTU-11325	OTU-11327	OTU-11332	OTU-11336	OTU-11339	OTU-11383	OTU-11384	OTU-11385	OTU-11386	OTU-11387	OTU-11389	OTU-11393	OTU-11394	OTU-11402	OTU-11405	OTU-11409	OTU-11413	OTU-11414	OTU-11415	OTU-11417	OTU-11418	OTU-11421	OTU-11427	OTU-11434	OTU-11436	OTU-11437	OTU-11448	OTU-11449	OTU-11464	OTU-11500	OTU-11504	OTU-11505	OTU-11532	OTU-11534	OTU-11535	OTU-11540	OTU-11544	OTU-11549	OTU-11554	OTU-11556	OTU-11562	OTU-11565	OTU-11569	OTU-11572	OTU-11574	OTU-11575	OTU-11579	OTU-11580	OTU-11585	OTU-11586	OTU-11588	OTU-11589	OTU-11593	OTU-11595	OTU-11596	OTU-11607	OTU-11608	OTU-11611	OTU-11613	OTU-11614	OTU-11615	OTU-11616	OTU-11620	OTU-11639	OTU-11643	OTU-11646	OTU-11647	OTU-11655	OTU-11660	OTU-11663	OTU-11666	OTU-11667	OTU-11670	OTU-11672	OTU-11720	OTU-11729	OTU-11736	OTU-11763	OTU-11770	OTU-11772	OTU-11776	OTU-11783	OTU-11784	OTU-11785	OTU-11790	OTU-11791	OTU-11809	OTU-11810	OTU-11811	OTU-11814	OTU-11818	OTU-11820	OTU-11825	OTU-11829	OTU-11831	OTU-11837	OTU-11840	OTU-11845	OTU-11851	OTU-11862	OTU-11864	OTU-11872	OTU-11884	OTU-11885	OTU-11888	OTU-11897	OTU-11901	OTU-11911	OTU-11916	OTU-11918	OTU-11921	OTU-11922	OTU-11923	OTU-11949	OTU-11952	OTU-11953	OTU-11955	OTU-11958	OTU-11959	OTU-11960	OTU-11969	OTU-11970	OTU-11971	OTU-11972	OTU-11974	OTU-11976	OTU-11978	OTU-11980	OTU-11981	OTU-11982	OTU-11983	OTU-11985	OTU-11986	OTU-11987	OTU-11988	OTU-11989	OTU-11991	OTU-11992	OTU-11994	OTU-11995	OTU-11996	OTU-11997	OTU-12001	OTU-12002	OTU-12006	OTU-12008	OTU-12009	OTU-12012	OTU-12013	OTU-12015	OTU-12017	OTU-12018	OTU-12023	OTU-12029	OTU-12030	OTU-12031	OTU-12032	OTU-12033	OTU-12034	OTU-12035	OTU-12036	OTU-12037	OTU-12038	OTU-12039	OTU-12040	OTU-12041	OTU-12044	OTU-12086	OTU-12087	OTU-12099	OTU-12100	OTU-12106	OTU-12107	OTU-12108	OTU-12111	OTU-12112	OTU-12115	OTU-12117	OTU-12120	OTU-12121	OTU-12124	OTU-12127	OTU-12130	OTU-12134	OTU-12140	OTU-12142	OTU-12143	OTU-12149	OTU-12152	OTU-12172	OTU-12174	OTU-12175	OTU-12176	OTU-12177	OTU-12184	OTU-12185	OTU-12186	OTU-12191	OTU-12192	OTU-12193	OTU-12194	OTU-12197	OTU-12198	OTU-12200	OTU-12201	OTU-12203	OTU-12204	OTU-12205	OTU-12206	OTU-12208	OTU-12209	OTU-12210	OTU-12211	OTU-12212	OTU-12213	OTU-12214	OTU-12215	OTU-12216	OTU-12217	OTU-12226	OTU-12232	OTU-12235	OTU-12236	OTU-12237	OTU-12238	OTU-12239	OTU-12243	OTU-12245	OTU-12247	OTU-12248	OTU-12251	OTU-12252	OTU-12253	OTU-12254	OTU-12255	OTU-12256	OTU-12258	OTU-12259	OTU-12260	OTU-12261	OTU-12265	OTU-12269	OTU-12270	OTU-12271	OTU-12272	OTU-12273	OTU-12274	OTU-12275	OTU-12276	OTU-12278	OTU-12280	OTU-12281	OTU-12282	OTU-12285	OTU-12288	OTU-12290	OTU-12293	OTU-12295	OTU-12296	OTU-12297	OTU-12298	OTU-12301	OTU-12308	OTU-12309	OTU-12311	OTU-12313	OTU-12315	OTU-12316	OTU-12340	OTU-12344	OTU-12345	OTU-12346	OTU-12348	OTU-12349	OTU-12350	OTU-12351	OTU-12367	OTU-12368	OTU-12374	OTU-12394	OTU-12396	OTU-12397	OTU-12398	OTU-12399	OTU-12400	OTU-12401	OTU-12403	OTU-12405	OTU-12408	OTU-12409	OTU-12441	OTU-12443	OTU-12461	OTU-12463	OTU-12466	OTU-12472	OTU-12477	OTU-12480	OTU-12482	OTU-12483	OTU-12485	OTU-12489	OTU-12490	OTU-12491	OTU-12492	OTU-12494	OTU-12497	OTU-12498	OTU-12500	OTU-12501	OTU-12503	OTU-12506	OTU-12510	OTU-12511	OTU-12513	OTU-12518	OTU-12519	OTU-12521	OTU-12523	OTU-12524	OTU-12531	OTU-12532	OTU-12533	OTU-12534	OTU-12535	OTU-12536	OTU-12537	OTU-12538	OTU-12542	OTU-12543	OTU-12545	OTU-12546	OTU-12550	OTU-12555	OTU-12556	OTU-12557	OTU-12558	OTU-12559	OTU-12560	OTU-12564	OTU-12566	OTU-12567	OTU-12568	OTU-12585	OTU-12586	OTU-12592	OTU-12593	OTU-12594	OTU-12596	OTU-12618	OTU-12627	OTU-12628	OTU-12635	OTU-12638	OTU-12641	OTU-12642	OTU-12645	OTU-12646	OTU-12647	OTU-12648	OTU-12651	OTU-12652	OTU-12663	OTU-12664	OTU-12666	OTU-12675	OTU-12679	OTU-12684	OTU-12686	OTU-12704	OTU-12719	OTU-12728	OTU-12729	OTU-12731	OTU-12733	OTU-12738	OTU-12748	OTU-12760	OTU-12762	OTU-12771	OTU-12772	OTU-12776	OTU-12777	OTU-12781	OTU-12798	OTU-12799	OTU-12810	OTU-12811	OTU-12814	OTU-12817	OTU-12827	OTU-12828	OTU-12835	OTU-12838	OTU-12848	OTU-12850	OTU-12863	OTU-12866	OTU-12874	OTU-12875	OTU-12876	OTU-12877	OTU-12881	OTU-12887	OTU-12891	OTU-12892	OTU-12893	OTU-12911	OTU-12912	OTU-12916	OTU-12917	OTU-12919	OTU-12936	OTU-12937	OTU-12939	OTU-12957	OTU-12962	OTU-12964	OTU-12970	OTU-12974	OTU-12980	OTU-12981	OTU-12985	OTU-12989	OTU-12993	OTU-12994	OTU-12997	OTU-12998	OTU-13000	OTU-13001	OTU-13002	OTU-13006	OTU-13007	OTU-13009	OTU-13010	OTU-13013	OTU-13019	OTU-13020	OTU-13025	OTU-13026	OTU-13029	OTU-13036	OTU-13037	OTU-13038	OTU-13039	OTU-13040	OTU-13042	OTU-13048	OTU-13049	OTU-13050	OTU-13052	OTU-13054	OTU-13061	OTU-13062	OTU-13067	OTU-13068	OTU-13070	OTU-13071	OTU-13072	OTU-13074	OTU-13076	OTU-13077	OTU-13078	OTU-13082	OTU-13083	OTU-13088	OTU-13092	OTU-13094	OTU-13096	OTU-13097	OTU-13101	OTU-13102	OTU-13103	OTU-13104	OTU-13105	OTU-13108	OTU-13111	OTU-13112	OTU-13114	OTU-13116	OTU-13117	OTU-13118	OTU-13119	OTU-13123	OTU-13127	OTU-13128	OTU-13137	OTU-13138	OTU-13139	OTU-13142	OTU-13147	OTU-13148	OTU-13149	OTU-13150	OTU-13151	OTU-13153	OTU-13156	OTU-13159	OTU-13160	OTU-13166	OTU-13167	OTU-13169	OTU-13178	OTU-13179	OTU-13180	OTU-13181	OTU-13184	OTU-13191	OTU-13194	OTU-13201	OTU-13207	OTU-13208	OTU-13209	OTU-13215	OTU-13221	OTU-13222	OTU-13224	OTU-13232	OTU-13236	OTU-13238	OTU-13239	OTU-13242	OTU-13244	OTU-13245	OTU-13254	OTU-13256	OTU-13259	OTU-13260	OTU-13263	OTU-13265	OTU-13271	OTU-13272	OTU-13276	OTU-13277	OTU-13278	OTU-13279	OTU-13282	OTU-13284	OTU-13285	OTU-13286	OTU-13291	OTU-13293	OTU-13294	OTU-13296	OTU-13300	OTU-13304	OTU-13307	OTU-13309	OTU-13310	OTU-13311	OTU-13313	OTU-13322	OTU-13324	OTU-13326	OTU-13328	OTU-13330	OTU-13331	OTU-13339	OTU-13340	OTU-13341	OTU-13342	OTU-13351	OTU-13384	OTU-13386	OTU-13388	OTU-13389	OTU-13390	OTU-13412	OTU-13414	OTU-13416	OTU-13417	OTU-13420	OTU-13421	OTU-13422	OTU-13423	OTU-13428	OTU-13431	OTU-13433	OTU-13434	OTU-13436	OTU-13439	OTU-13461	OTU-13468	OTU-13469	OTU-13475	OTU-13478	OTU-13479	OTU-13480	OTU-13481	OTU-13482	OTU-13484	OTU-13485	OTU-13486	OTU-13487	OTU-13488	OTU-13493	OTU-13496	OTU-13498	OTU-13500	OTU-13505	OTU-13507	OTU-13511	OTU-13512	OTU-13513	OTU-13515	OTU-13544	OTU-13554	OTU-13555	OTU-13558	OTU-13562	OTU-13563	OTU-13568	OTU-13575	OTU-13624	OTU-13627	OTU-13638	OTU-13640	OTU-13646	OTU-13647	OTU-13655	OTU-13658	OTU-13661	OTU-13665	OTU-13667	OTU-13668	OTU-13669	OTU-13672	OTU-13674	OTU-13676	OTU-13679	OTU-13680	OTU-13684	OTU-13689	OTU-13691	OTU-13696	OTU-13711	OTU-13714	OTU-13736	OTU-13740	OTU-13747	OTU-13757	OTU-14006	OTU-14007	OTU-14014	OTU-14015	OTU-14020	OTU-14073	OTU-14076	OTU-14087	OTU-14088	OTU-14123	OTU-14133	OTU-14135	OTU-14137	OTU-14141	OTU-14146	OTU-14147	OTU-14150	OTU-14156	OTU-14157	OTU-14162	OTU-14163	OTU-14164	OTU-14174	OTU-14178	OTU-14179	OTU-14181	OTU-14182	OTU-14184	OTU-14187	OTU-14188	OTU-14189	OTU-14190	OTU-14207	OTU-14208	OTU-14209	OTU-14210	OTU-14211	OTU-14212	OTU-14213	OTU-14214	OTU-14224	OTU-14305	OTU-14312	OTU-14313	OTU-14314	OTU-14320	OTU-14321	OTU-14322	OTU-14324	OTU-14325	OTU-14326	OTU-14327	OTU-14340	OTU-14350	OTU-15737	OTU-16770	OTU-16775	OTU-16777	OTU-16781	OTU-16782	OTU-16783	OTU-16784	OTU-19010	OTU-19235	OTU-19320	OTU-19322	OTU-19323	OTU-19485	OTU-19486	OTU-19488	OTU-19490	OTU-19494	OTU-19495	OTU-19496	OTU-19497	OTU-19500	OTU-19503	OTU-19505	OTU-19507	OTU-19509	OTU-19511	OTU-19512	OTU-19513	OTU-19515	OTU-19516	OTU-19741	OTU-19761	OTU-19762	OTU-20360	OTU-20362	OTU-20397	OTU-20408	OTU-20412	OTU-20438	OTU-20439	OTU-20484	OTU-20491	OTU-20493	OTU-20496	OTU-20497	OTU-20543	OTU-20614	OTU-20639	OTU-20658	OTU-20763	OTU-20777	OTU-20779	OTU-20783	OTU-20784	OTU-20785	OTU-20791	OTU-20792	OTU-20794	OTU-20797	OTU-20799	OTU-20800	OTU-20801	OTU-20910	OTU-22023	OTU-22025	OTU-22402	OTU-22451	OTU-23054	OTU-23282	OTU-23286	OTU-23287	OTU-23466	OTU-23479	OTU-23550	OTU-23554	OTU-23695	OTU-23699	OTU-23701	OTU-23702
0054	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	108	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	98	0	0	0	0	0	0	0	0	30	0	0	25	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	108	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	121	98	0	0	0	0	0	0	0	0	0	0	7	19	65	0	484	0	0	0	3	0	0	0	0	0	0	0	0	0	341	0	0	0	0	87	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	56	22	118	0	0	0	0	0	0	117	0	0	0	0	0	87	0	135	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	61	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	102	0	0	0	0	0	1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	254	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	44	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
